Internship_ID,Company,Required_Field,Required_Skills,Location,Role
1196,"Boyd, Smith and Salazar",Medical Laboratory Science,"Microscopy, Pathology, Biochemistry",Kaduna,Administrative Intern
1197,Howard PLC,Mechanical Engineering,"MATLAB, Finite Element Analysis",Abuja,Mechanical Engineering Intern
1198,"Munoz, Perez and Curry",Medical Laboratory Science,Microscopy,Kano,Administrative Intern
1199,Mcdonald LLC,Medical Laboratory Science,Lab Techniques,Enugu,Administrative Intern
1200,Figueroa-Morris,Computer Science,"Java, Python",Port Harcourt,Software Engineering Intern
1201,"Bradley, Herman and Norman",Business Administration,"Marketing, Human Resources",Aba,HR Intern
1202,Anderson-Fisher,Civil Engineering,Construction Management,Enugu,Civil Engineering Intern
1203,Lin-Brennan,Architecture,AutoCAD,Enugu,Administrative Intern
1204,Rogers-Mcintyre,Architecture,"Sustainable Architecture, AutoCAD",Aba,Administrative Intern
1205,"Barker, Smith and Lane",Nursing Science,"Anatomy, Patient Care, Clinical Practice",Aba,Nursing Intern
1206,Berry-Murphy,Mechanical Engineering,SolidWorks,Enugu,Mechanical Engineering Intern
1207,Paul-Newman,Nursing Science,Anatomy,Port Harcourt,Nursing Intern
1208,Moore LLC,Computer Science,C++,Lagos,Software Engineering Intern
1209,Williams-Erickson,Architecture,"Urban Planning, Building Design, Sustainable Architecture",Enugu,Design Intern
1210,Cuevas PLC,Nursing Science,Clinical Practice,Kaduna,Nursing Intern
1211,Williams-Pearson,Computer Science,"Python, ML, SQL",Ibadan,Software Engineering Intern
1212,"Hall, Hahn and Tate",Civil Engineering,"Structural Analysis, Construction Management, Surveying",Kano,Civil Engineering Intern
1213,Anderson-Cooper,Petroleum Engineering,"Drilling, Oil Field Operations, Reservoir Engineering",Kano,Petroleum Engineering Intern
1214,Pugh Group,Nursing Science,Patient Care,Abuja,Nursing Intern
1215,Martin-Blankenship,Electrical Engineering,"Embedded Systems, C++, Circuit Design",Enugu,Electrical Engineering Intern
1216,Pugh Ltd,Nursing Science,Clinical Practice,Kaduna,Nursing Intern
1217,"Lester, Gibbs and Shah",Pharmacy,Drug Design,Abuja,Design Intern
1218,"Chen, Wilson and Kennedy",Nursing Science,"Anatomy, Patient Care",Lagos,Nursing Intern
1219,Davis-Riggs,Petroleum Engineering,"Oil Field Operations, Reservoir Engineering, Drilling",Ibadan,Petroleum Engineering Intern
1220,White-Rowe,Medical Laboratory Science,"Lab Techniques, Microscopy, Biochemistry",Onitsha,Administrative Intern
1221,Chang PLC,Civil Engineering,"Surveying, AutoCAD",Kaduna,Civil Engineering Intern
1222,"Jimenez, Campbell and Gonzalez",Business Administration,Marketing,Kaduna,Business Intern
1223,Ramos Group,Electrical Engineering,"Signal Processing, Circuit Design, Power Systems",Aba,Electrical Engineering Intern
1224,Sweeney LLC,Computer Science,"SQL, ML, C++",Benin City,Software Engineering Intern
1225,Ortiz-Rogers,Computer Science,SQL,Port Harcourt,Software Engineering Intern
1226,Quinn-Simpson,Pharmacy,Clinical Pharmacy,Port Harcourt,Administrative Intern
1227,Riley Inc,Petroleum Engineering,Geophysics,Ibadan,Petroleum Engineering Intern
1228,Martinez PLC,Computer Science,"SQL, Python",Kano,Software Engineering Intern
1229,"White, Davis and Benton",Medical Laboratory Science,"Lab Techniques, Biochemistry",Aba,Administrative Intern
1230,Dorsey-Tucker,Electrical Engineering,"Circuit Design, Power Systems, Signal Processing",Kaduna,Electrical Engineering Intern
1231,"Johnson, Wright and Anthony",Electrical Engineering,Signal Processing,Aba,Electrical Engineering Intern
1232,"May, Reeves and Sexton",Architecture,"Sustainable Architecture, AutoCAD",Lagos,Administrative Intern
1233,Hughes-Bailey,Civil Engineering,"Surveying, Construction Management",Lagos,Civil Engineering Intern
1234,"Howard, Watkins and Miller",Electrical Engineering,C++,Enugu,Electrical Engineering Intern
1235,Mcguire Inc,Computer Science,Python,Enugu,Software Engineering Intern
1236,Reed and Sons,Architecture,"Sustainable Architecture, Urban Planning",Lagos,Administrative Intern
1237,Wilson-Morris,Mechanical Engineering,"MATLAB, SolidWorks",Onitsha,Mechanical Engineering Intern
1238,Smith-Lowery,Mechanical Engineering,"CAD, Finite Element Analysis",Port Harcourt,Mechanical Engineering Intern
1239,Chambers Group,Electrical Engineering,"Circuit Design, C++",Kano,Electrical Engineering Intern
1240,Davis-Gordon,Architecture,"Urban Planning, AutoCAD",Aba,Administrative Intern
1241,Garcia Group,Civil Engineering,"AutoCAD, Surveying, Structural Analysis",Kaduna,Civil Engineering Intern
1242,"Steele, Brooks and Jennings",Medical Laboratory Science,"Pathology, Biochemistry",Kano,Administrative Intern
1243,Hogan-Hamilton,Medical Laboratory Science,"Microscopy, Biochemistry, Pathology",Kano,Administrative Intern
1244,"Ballard, Alexander and Arnold",Civil Engineering,AutoCAD,Lagos,Civil Engineering Intern
1245,Rocha-Gray,Nursing Science,"Patient Care, Clinical Practice, Anatomy",Lagos,Nursing Intern
1246,Ross Ltd,Business Administration,Finance,Aba,Finance Intern
1247,Bass PLC,Business Administration,Project Management,Lagos,Project Management Intern
1248,Schwartz-Fischer,Computer Science,"Java, ML",Kaduna,Software Engineering Intern
1249,Lawson-Harris,Medical Laboratory Science,"Microscopy, Biochemistry, Lab Techniques",Onitsha,Administrative Intern
1250,"Hall, Lewis and Holmes",Architecture,"Sustainable Architecture, Building Design",Kaduna,Design Intern
1251,Horn PLC,Mechanical Engineering,"Finite Element Analysis, MATLAB",Enugu,Mechanical Engineering Intern
1252,Ortiz PLC,Computer Science,Python,Enugu,Software Engineering Intern
1253,"Cross, Cook and Black",Architecture,"Sustainable Architecture, Urban Planning, Building Design",Benin City,Design Intern
1254,"Mitchell, Ramirez and Ochoa",Pharmacy,"Chemistry, Pharmacology, Clinical Pharmacy",Port Harcourt,Administrative Intern
1255,"Wilson, Medina and Miller",Pharmacy,"Chemistry, Drug Design, Clinical Pharmacy",Enugu,Design Intern
1256,Mejia-Marshall,Civil Engineering,"Structural Analysis, AutoCAD, Surveying",Benin City,Civil Engineering Intern
1257,Walker-Thomas,Mechanical Engineering,"Finite Element Analysis, MATLAB, CAD",Ibadan,Mechanical Engineering Intern
1258,Price Group,Medical Laboratory Science,"Biochemistry, Pathology",Benin City,Administrative Intern
1259,Munoz-Perkins,Medical Laboratory Science,"Pathology, Biochemistry",Onitsha,Administrative Intern
1260,"Hobbs, Hogan and Dunn",Petroleum Engineering,"Reservoir Engineering, Drilling, Oil Field Operations",Abuja,Petroleum Engineering Intern
1261,Jones-Moreno,Computer Science,"ML, SQL, C++",Enugu,Software Engineering Intern
1262,Adams Group,Mechanical Engineering,MATLAB,Port Harcourt,Mechanical Engineering Intern
1263,"Coleman, Hill and Hudson",Electrical Engineering,"Power Systems, Circuit Design",Aba,Electrical Engineering Intern
1264,West and Sons,Business Administration,"Finance, Management",Onitsha,Finance Intern
1265,"Watts, Green and Gregory",Business Administration,"Finance, Management",Kaduna,Finance Intern
1266,Ray Group,Architecture,"Building Design, Sustainable Architecture, AutoCAD",Onitsha,Design Intern
1267,Walls-Miller,Medical Laboratory Science,Microscopy,Onitsha,Administrative Intern
1268,"Rivera, Hall and Stark",Civil Engineering,"AutoCAD, Construction Management, Surveying",Aba,Civil Engineering Intern
1269,"Anderson, Smith and Mcmahon",Business Administration,"Human Resources, Management, Marketing",Enugu,HR Intern
1270,Garcia-Perez,Medical Laboratory Science,Biochemistry,Enugu,Administrative Intern
1271,"Mendez, Guzman and Simon",Petroleum Engineering,"Reservoir Engineering, Geophysics",Enugu,Petroleum Engineering Intern
1272,Rogers PLC,Civil Engineering,"Construction Management, Surveying, Structural Analysis",Kano,Civil Engineering Intern
1273,Lee Group,Pharmacy,"Chemistry, Clinical Pharmacy, Pharmacology",Onitsha,Administrative Intern
1274,"Castro, Glass and Nichols",Mechanical Engineering,MATLAB,Aba,Mechanical Engineering Intern
1275,Duncan-Gay,Civil Engineering,Surveying,Benin City,Civil Engineering Intern
1276,Anderson-Ward,Petroleum Engineering,"Oil Field Operations, Reservoir Engineering",Port Harcourt,Petroleum Engineering Intern
1277,Tran LLC,Architecture,"Sustainable Architecture, AutoCAD",Kaduna,Administrative Intern
1278,Hart Ltd,Architecture,"Building Design, AutoCAD, Urban Planning",Aba,Design Intern
1279,"Walton, Adkins and Brooks",Civil Engineering,"AutoCAD, Structural Analysis",Enugu,Civil Engineering Intern
1280,Lewis Group,Nursing Science,"Pharmacology, Anatomy",Kano,Nursing Intern
1281,Fisher and Sons,Mechanical Engineering,"Finite Element Analysis, MATLAB",Kaduna,Mechanical Engineering Intern
1282,Howell PLC,Business Administration,"Human Resources, Project Management",Port Harcourt,HR Intern
1283,"Fisher, Mccormick and Hardy",Business Administration,Management,Onitsha,Business Intern
1284,Ortega-Cruz,Nursing Science,"Pharmacology, Patient Care",Ibadan,Nursing Intern
1285,Greene-Morgan,Medical Laboratory Science,Lab Techniques,Abuja,Administrative Intern
1286,Martinez Inc,Civil Engineering,"Structural Analysis, Surveying, AutoCAD",Enugu,Civil Engineering Intern
1287,Schmidt-Knox,Electrical Engineering,Circuit Design,Lagos,Electrical Engineering Intern
1288,Moore Ltd,Pharmacy,"Clinical Pharmacy, Pharmacology, Drug Design",Aba,Design Intern
1289,Woodward LLC,Nursing Science,"Patient Care, Clinical Practice, Pharmacology",Lagos,Nursing Intern
1290,"Clark, Davis and Rodriguez",Business Administration,"Marketing, Project Management",Abuja,Project Management Intern
1291,Curtis Inc,Architecture,"Sustainable Architecture, Urban Planning, AutoCAD",Kano,Administrative Intern
1292,Ryan and Sons,Pharmacy,"Clinical Pharmacy, Pharmacology, Drug Design",Abuja,Design Intern
1293,Cobb Inc,Medical Laboratory Science,"Biochemistry, Lab Techniques",Benin City,Administrative Intern
1294,Phillips-Reyes,Pharmacy,Chemistry,Aba,Administrative Intern
1295,"Paul, Lee and Brown",Petroleum Engineering,Oil Field Operations,Kaduna,Petroleum Engineering Intern
1296,Nelson-Padilla,Electrical Engineering,"Signal Processing, Embedded Systems, C++",Onitsha,Electrical Engineering Intern
1297,Brown Inc,Computer Science,Python,Kaduna,Software Engineering Intern
1298,Lopez-Johnson,Business Administration,Human Resources,Ibadan,HR Intern
1299,Quinn-Grant,Electrical Engineering,"Embedded Systems, Signal Processing, Power Systems",Ibadan,Electrical Engineering Intern
1300,"Valenzuela, Barton and Johnson",Petroleum Engineering,"Geophysics, Drilling, Oil Field Operations",Lagos,Petroleum Engineering Intern
1301,"Torres, Hayden and Odom",Architecture,"Sustainable Architecture, Urban Planning, AutoCAD",Enugu,Administrative Intern
1302,"Delgado, Gallegos and Ferguson",Architecture,Building Design,Abuja,Design Intern
1303,Love Group,Medical Laboratory Science,Lab Techniques,Benin City,Administrative Intern
1304,Garrison-Powell,Pharmacy,"Chemistry, Pharmacology, Drug Design",Kaduna,Design Intern
1305,Weaver Inc,Civil Engineering,"Surveying, Structural Analysis, AutoCAD",Enugu,Civil Engineering Intern
1306,Yu PLC,Nursing Science,Clinical Practice,Port Harcourt,Nursing Intern
1307,Gonzalez Group,Medical Laboratory Science,"Microscopy, Pathology, Biochemistry",Enugu,Administrative Intern
1308,Jones-Cole,Petroleum Engineering,Geophysics,Kaduna,Petroleum Engineering Intern
1309,"Price, Price and Lopez",Petroleum Engineering,"Geophysics, Drilling",Enugu,Petroleum Engineering Intern
1310,Garrison-Braun,Architecture,"Building Design, Urban Planning, AutoCAD",Ibadan,Design Intern
1311,Mullen PLC,Nursing Science,Clinical Practice,Ibadan,Nursing Intern
1312,"Wilson, Evans and Clarke",Petroleum Engineering,Oil Field Operations,Kaduna,Petroleum Engineering Intern
1313,"Bradford, Wagner and Parker",Nursing Science,Pharmacology,Aba,Nursing Intern
1314,Carpenter LLC,Pharmacy,"Pharmacology, Chemistry",Kano,Administrative Intern
1315,Kelly-Gomez,Pharmacy,Pharmacology,Abuja,Administrative Intern
1316,"Oneal, Bryant and Leonard",Pharmacy,"Clinical Pharmacy, Pharmacology, Drug Design",Abuja,Design Intern
1317,Garcia-White,Nursing Science,"Clinical Practice, Patient Care, Pharmacology",Benin City,Nursing Intern
1318,Wilson Ltd,Medical Laboratory Science,"Microscopy, Biochemistry, Lab Techniques",Port Harcourt,Administrative Intern
1319,Graham-Torres,Electrical Engineering,Signal Processing,Kano,Electrical Engineering Intern
1320,Vaughn PLC,Civil Engineering,"Structural Analysis, Construction Management, Surveying",Kaduna,Civil Engineering Intern
1321,"Tucker, Williams and Hodges",Nursing Science,"Clinical Practice, Patient Care, Anatomy",Kaduna,Nursing Intern
1322,"Dominguez, Torres and Park",Pharmacy,"Clinical Pharmacy, Drug Design, Pharmacology",Abuja,Design Intern
1323,"Werner, Anderson and Moore",Computer Science,"SQL, ML",Enugu,Software Engineering Intern
1324,Nielsen-Lee,Mechanical Engineering,"Finite Element Analysis, MATLAB, SolidWorks",Ibadan,Mechanical Engineering Intern
1325,Reed and Sons,Civil Engineering,"Surveying, Structural Analysis",Enugu,Civil Engineering Intern
1326,Humphrey-Wilkerson,Petroleum Engineering,"Drilling, Reservoir Engineering, Oil Field Operations",Kano,Petroleum Engineering Intern
1327,Hill-Barber,Pharmacy,"Pharmacology, Chemistry",Abuja,Administrative Intern
1328,Edwards PLC,Medical Laboratory Science,Microscopy,Kaduna,Administrative Intern
1329,Ibarra Ltd,Medical Laboratory Science,"Microscopy, Biochemistry, Lab Techniques",Abuja,Administrative Intern
1330,Lucas-Becker,Business Administration,"Management, Human Resources, Project Management",Onitsha,HR Intern
1331,Campbell-Johnson,Electrical Engineering,Embedded Systems,Benin City,Electrical Engineering Intern
1332,Hawkins PLC,Electrical Engineering,"Embedded Systems, C++, Circuit Design",Aba,Electrical Engineering Intern
1333,Butler PLC,Medical Laboratory Science,"Microscopy, Pathology",Kano,Administrative Intern
1334,Wagner Group,Business Administration,"Management, Human Resources",Benin City,HR Intern
1335,Lewis-Garcia,Mechanical Engineering,MATLAB,Abuja,Mechanical Engineering Intern
1336,Beard-Peck,Pharmacy,"Clinical Pharmacy, Drug Design",Lagos,Design Intern
1337,Frazier-Barnes,Nursing Science,"Pharmacology, Patient Care, Anatomy",Kaduna,Nursing Intern
1338,"Thomas, Spencer and Heath",Business Administration,"Finance, Management",Kaduna,Finance Intern
1339,Parker PLC,Petroleum Engineering,"Drilling, Geophysics",Kano,Petroleum Engineering Intern
1340,Simpson-Love,Nursing Science,"Pharmacology, Anatomy",Enugu,Nursing Intern
1341,Sanders-Willis,Electrical Engineering,Power Systems,Lagos,Electrical Engineering Intern
1342,Guzman PLC,Computer Science,C++,Enugu,Software Engineering Intern
1343,Nguyen Group,Business Administration,"Finance, Project Management, Management",Aba,Finance Intern
1344,"Chapman, Nielsen and Grimes",Mechanical Engineering,"MATLAB, CAD",Enugu,Mechanical Engineering Intern
1345,Campbell-Lam,Petroleum Engineering,"Drilling, Geophysics, Oil Field Operations",Enugu,Petroleum Engineering Intern
1346,Young-Bryan,Pharmacy,"Pharmacology, Chemistry",Lagos,Administrative Intern
1347,"Price, Wong and Walker",Medical Laboratory Science,"Biochemistry, Pathology, Lab Techniques",Onitsha,Administrative Intern
1348,Lopez-Villanueva,Civil Engineering,"Surveying, Structural Analysis",Lagos,Civil Engineering Intern
1349,"Perez, Hester and Lee",Medical Laboratory Science,Biochemistry,Abuja,Administrative Intern
1350,"Robertson, Hardy and King",Nursing Science,"Patient Care, Pharmacology, Clinical Practice",Lagos,Nursing Intern
1351,"Edwards, Lee and Long",Mechanical Engineering,"MATLAB, SolidWorks",Onitsha,Mechanical Engineering Intern
1352,Jones-Evans,Pharmacy,Chemistry,Ibadan,Administrative Intern
1353,Chang-Duncan,Petroleum Engineering,"Drilling, Reservoir Engineering",Enugu,Petroleum Engineering Intern
1354,"Cooper, Rivera and Gardner",Mechanical Engineering,"CAD, Finite Element Analysis, MATLAB",Port Harcourt,Mechanical Engineering Intern
1355,Mccarthy Inc,Pharmacy,"Chemistry, Drug Design, Clinical Pharmacy",Port Harcourt,Design Intern
1356,Moss-Edwards,Computer Science,ML,Ibadan,Software Engineering Intern
1357,Bailey Group,Mechanical Engineering,"MATLAB, CAD, Finite Element Analysis",Ibadan,Mechanical Engineering Intern
1358,"Taylor, Young and Holmes",Civil Engineering,"Surveying, AutoCAD",Aba,Civil Engineering Intern
1359,"Jimenez, Pena and Hernandez",Medical Laboratory Science,Microscopy,Port Harcourt,Administrative Intern
1360,"Lee, Reynolds and Nelson",Nursing Science,"Pharmacology, Patient Care, Anatomy",Abuja,Nursing Intern
1361,Ward PLC,Pharmacy,Drug Design,Onitsha,Design Intern
1362,"Mclean, Wheeler and Browning",Petroleum Engineering,"Geophysics, Oil Field Operations",Kaduna,Petroleum Engineering Intern
1363,Rodriguez-Morales,Architecture,Urban Planning,Ibadan,Administrative Intern
1364,Mcdonald-Carter,Mechanical Engineering,"SolidWorks, CAD, Finite Element Analysis",Lagos,Mechanical Engineering Intern
